Date,Open,High,Low,Close,Volume,OpenInt
2023-12-14,24.362,25.237,23.369,24.132,44661,7214
2023-12-14,23.379,24.19,22.646,23.591,7475,7872
2023-12-14,23.386,23.737,22.628,23.364,28056,4268
2023-12-14,24.832,24.891,24.539,24.699,18960,4354
2023-12-14,23.096,23.402,22.655,22.805,20868,9311
2023-12-14,24.737,25.152,24.373,24.966,8358,6251
2023-12-14,24.07,25.055,23.364,25.016,11329,5092
2023-12-14,24.827,25.446,23.892,23.927,3607,9318
2023-12-14,23.101,23.237,22.576,22.687,38146,2587
2023-12-14,24.153,24.767,24.133,24.26,18323,2133
2023-12-14,23.739,24.64,23.007,23.242,21246,7082
2023-12-14,24.042,24.704,23.292,23.37,6415,7777
2023-12-14,24.476,24.507,24.066,24.258,29047,4197
2023-12-14,24.768,24.933,23.982,24.687,10717,7818
2023-12-14,23.476,24.138,22.696,23.671,45508,825
2023-12-14,24.921,25.786,24.192,25.09,12556,5771
2023-12-14,24.164,24.831,23.795,24.163,25690,3391
2023-12-14,23.97,24.727,23.233,23.556,45123,7078
2023-12-14,24.578,25.273,24.076,24.407,48414,4353
2023-12-14,23.799,24.055,23.357,23.778,44734,6002
2023-12-14,24.343,24.511,23.555,23.641,6070,3903
2023-12-14,24.42,25.05,23.89,24.309,27422,9340
2023-12-14,23.992,24.569,23.256,23.397,34270,7949
2023-12-14,23.978,24.189,23.381,23.808,27134,3036
2023-12-14,23.562,23.714,23.484,23.484,23256,2413
2023-12-14,24.422,25.208,24.166,24.774,29561,803
2023-12-14,23.107,24.028,22.449,23.744,1724,6005
2023-12-14,23.008,23.609,22.175,23.429,39158,6806
2023-12-14,23.722,24.069,23.53,24.038,47027,213
2023-12-14,24.807,25.722,24.463,25.1,24289,3314
2023-12-14,24.273,24.55,23.771,24.036,4978,7336
2023-12-14,24.822,24.993,24.674,24.716,21690,8070
2023-12-14,24.466,25.395,24.44,25.071,38587,1922
2023-12-14,23.342,24.058,23.138,23.589,4097,6163
2023-12-14,23.459,24.05,23.148,23.63,36131,4517
